0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55
- corn salsa,- guacamole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
He pretty much made it seem like I was lying since he stayed that Noone else got sick off of the food at that location,I grabbed a chicken bowl to go,Got home and ate the bowl got maybe  2-3,00 as the chips and guacamole was free with their new rewards card and inky had about 3 bites of my bowl,I got chicken ,mild salsa corn,Then got chips ,and guacamole on the side,",sour cream ",and lettuce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I was so dissatisfied with my food that I started to pick at my friend's chicken,""" or ""bowl or burrito", burrito- ,I had the barbacoa bowl-90% of the meat was just gristle/fat,And the meat,but all of the meat was so charred,"""sour cream","organic sustainable"" or whatever- but it tastes terrible",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I order the burrito bowl with black,no rice, I eat my bowl with their tortilla chips, I essentially use the bowl as dip,chicken,The chicken is so good, I am not a huge fan of chicken breast,beans,corn salsa (extra, The corn salsa is delicious, It is a healthy meal without the tortilla chips,guacamole , The guacamole is one of my favorites ,tons of cheese (more,and lettuce,which are delicious with a hint of lime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Every so often I get a poor quality product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
and old food on every surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I've bought chips 3 times now,Typical great Chipotle quality ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Noticed when I was eating my bowl that it was bland,or even cheese because I didn't see it,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3 stars because this is the third time I order online to pick up and open my order to basically no food,I more than usually order ahead to pick up since the line gets crazy inside but you just don't get the same amount of food which majorly sucks,I just wish they would serve you the same amount of food as they do ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Also the rice is often undercooked,I love the reviewer who was told by the manager to just eat her salad with a spoon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Addictive food because it is fresh,mushy and disgusting looking like some burrito places I've regrettably been to),and I usually opt for a burrito bowl to save myself the carbs of the tortilla,Their brown rice is really tasty,Try mixing chicken ,salsa,and a hint of cheese, I then load up on lettuce,corn,It's like my own tex mex salad, They use really great quality ingredients-,really delicious,Super delicious,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
They barely put anything on your burrito,I usually absolutely love chipotle,Tiny amount of rice,beans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 After I received my food, I was misled about the ingredients in the food that was prepared for me,we don't have any food allergies,I ordered chicken tacos with soft, I took the tacos back to the cashier ,corn tortillas,my wife and I thought the tortillas looked like flour and not corn,and asked her if they were corn, She finally admitted that soft corn tortillas are not sold at this location,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grill Master in the back was showing off his grilling skills to apparently VIP access members with no hair nets and long hair flopping all over my food,I am seriously disappointed with the quality of this establishment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The only problem is that the quality of the burritos they make for you ,given the lack of good burrito options in the financial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
our food was cold,We eat at a chipotle a couple times a week,Worst chipotle experience ever,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Adding to a noticeable drop in food quality,and even the freshly made burritos are only slightly warm, Their ingredients seem less fresh, However the last two times there have been far below their previous level of taste ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rice, Had a bowl with carnitas,beans,green salsa,cheese,and the roasted corn topping,and the corn add just a touch of sweetness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I paid for my food ,(Who knows if he washed his hands before serving more food,I took my food ,I took the uneaten food to the register ,2015 and ordered a burrito bowl,cheese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
food is good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 It still  bothers me watching my food already made just sitting there on the counter,The difference is its cheaper for the same quality food,Price is a bit higher than the completion across the street,And guacamole is free,Why is a little scoop of guacamole  2 dollars at Chipotle anyways,HEY MANAGEMENT maybe you need two cash registers instead of another person scooping  corn and sour cream,Food quality varies ,"I've tried the ""other"" place and taste ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The price is okay and the food doesn't totally suck, It's a chain type joint and the food is pretty,I guess i could add that you can get more than one kind of salsa on your order ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
problem is you don't know this until you're already through the line with your order & to add insult to injury you've already paid to dine in with your burrito bowl which you clearly can't eat there,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
But I had to literally stop eating my food because the food had so much,I had to throw own the rest of my food ,I thought the it was just the chips but when I started eating my chicken bowl the whole,entire bowl was extremely salty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
also the burrito ,My favorite chipotle wasn't wright this place,and bowl missed half of the ingredients,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
It's almost as if something is off with the taste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
So if you want some quick Mexican food that is not Taco Bell,Prices are a bit much,I order the 4 hard Tacos with chicken,all 5 salsas sour,Guacamole and the corn and green tomotolto (sp) salsas with a drink,I love their chips, cream cheese and then I order chips, Everything including the guacamole is made fresh,75 for a 3 Chickin Tacos) but you get what you pay for and that is good quality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
she just gave me a huge pile of cheese instead ,Idk if the server was tired or frustrated but when I asked for lettuce,I even pointed at the lettuce,It's not a big deal to me as lettuce is purely a texture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Come on I don't have the time to drive to chipotle I pay extra,Second time and still don't but the dressing on my salad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The lettuce was old and soggy and the chips were incredibly stale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I thought maybe I had been wrong but later found out it was true when I bit into chewy meat for half of my burrito,I don't like like my meat well done,but I was shocked at how red the meat was as they were serving people,Another huge dislike was that the steak was really undercooked,A star earned for location and another for being a familiar taste,the same Chipotle taste that I am used to,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Secondly we wanted guacamole that was offered to us in the past for a dollar inside the bowl ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
During my visit the manager walked out and asked how everything was and took our empty bowls once we finished,The chicken,queso and mild salsa was a great,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
it's standard two scoops of rice in a bowl - for any chipotle I've been to,They tried spread out one scoop of rice,Same with the beans,And meat, And cheese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The 5 stars are based on relative quality - obviously this is a fast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pros:  This place has great Mexican / southwestern fare at a reasonable price,they ran out of white rice,so I had to wait and watch the cook prepare more white rice,- At the second station they ran out of sour cream cheese,so I had to wait for the sour cream and cheese to come out,- The lettuce was kinda rusty,and corn,- They scraped the bottom of the bucket for the corn,- At the beverage station there was no way of determining the difference between the SweeT Tea and Unsweetened Tea without playing the iced tea taste test challenge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the food met my expectations,versus the burrito,  I opted for the bowl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The food is fine,They don't call back for food until the dish is empty,After waiting 30 minutes you don't want to place an order to find out it will take 20 more minutes to get food,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"There really needs to be an option that says ""no stars""   Granted today is narrional burrito day there is NO excuse for the horrific",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I'm not a huge fan of Mexican food ,but Chipotle is decent enough and comes at a good price,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The food is not very tasty,My wife likes the burrito bowls,The staff needs to focus more on cleaning and upkeep versus trying to push the over-priced, bag of chips ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
good food,Good prices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chicken quesadilla,chips ,The guac tasted bland and the chips were stale,Add more lime to your guac and serve fresh chips daily,If you're going to sell day old chips,I didn't get much lettuce at the bottom of my salad,Tip: don't be greedy with the lettuce,It isn't called a salad for nothing,The guac tasted bl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consistently good food (I'm probably here twice a week),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Pricey without the coupon, The salad with carnitas and guacamole was great,unlike most salads,I've always been a fan of Chipotle and their use of fresh ingredients,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I go back because of convenience and I like the food ,but I really wish they take the few extra seconds to make people's food semi easier to eat ,Today I got steak and salsa in between my tacos ,and not actually IN my taco shells,I love their crunchy hard tacos ,but they don't do a great job putting together my tacos 8 out of 10 times,They are inconsistent with the amount of meat they put in each taco ,and they never drain the mild salsa so my tacos basically turn into soft,tacos by the time I get back to work,I don't know how they do it but every time I get my tacos to go,it's the worst chipotle I've been to,I might as well be eating a salad with chips,they are probably in a hurry and always run out of meats due,Another downside is their undercook steak (close to rare),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 It's food,The big thing Chipotle has going for it is that it actually is food (earlier I said fast food is just food,but that's not really true - it's not food,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I then noticed that they had a grand total of 1 server putting the food together,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
As for the food,The steak and rice tends to seem a bit bl,The taste of some of the ingredients seems to taste a bit off from what I am used to in other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Every chipotle I've been to between GA,NJ and NY never put eXtra sour cream until this chipotle,I always slide for extra sour cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I asked for some salsa ,I asked her if they had any more salsa,I noticed that she had completely filled up the salsa bin,I commented that there sure was a lot of salsa in there,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amazing every single part of my experience hear has been great from the peaple where great they where very helpful and friendly and the food was delicious,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The food,10/10 recommend this chipotle if you like to eat food that tastes good,I've been to quite a few chipotle restaurants ,More delicious than any other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Even if you order online ahead of time you still have to wait at least 30 minutes to get your food,The staff is friendly and food is typical,Chipotle food ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I don't think I need to speak about the quality of food of Chipotle,It's delicious ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The burritos are a mess,The chips are good, The ingredients are really bland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This chipotle sucks,For chicken rice ,chicken,beans ,and beans,and salsa ,The only thing I asked for was lettuce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the food is good,"its a quick serve mexican ""style"" food", Or a HUGE burrito tortilla," My daughter loves the taco ""kit""", What kid doesnt like determining how much and of what gets into their taco,do you want it in a small taco size tortilla, Maybe a bowl because your on a no carb kick,chicken, they have several meat offerings, The meats are all tasty,The guacamole is fresh,steak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 All food is fresh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the food at this Chipotle seems off,Perhaps its the seasoning in the rice or salsas,It doesn't taste horrible,but it doesn't taste great,but it just never tastes as good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I do this because the amount of food that you get for six dollars is so large,I order a burrito bowl ,In fact I usually stretch one bowl into three healthy,On the three stars side I find that they are stingy with the amount of meat ,non-antibiotic and non-hormone feed meat,and guacamole that they give you ,Next for the fact that they use quality ingredients,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not the best chipotle,Update: the woman with the curly long hair will give you half a serving of chicken ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rice,I got chicken,salad ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sure the food is great,organic food,As for food recommendations: burrito bowl,and hot salsa(for those who love it spicy like me),any meat,you'd get the same delicious,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I love chipotle ,the pinto beans were atrocious,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
but the food here is extra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the food very fresh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I don't know why the fuck I keep coming back to this shit hole of employees and inconsistency of food,coli that was found in their food,They look miserable and pissed having to make your food,All the sudden their annoyed as if their paying for YOUR food,There is no love in their food,I hope the 2 servers that were making my husband and i's food tonight show up to my place of work so they can experience what it means to have Excellent Customer Service ,and give them a taste of great,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#chipotle why are you taking orders through the app at 11680 University Blvd in Orl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
